id,rle_mask
127ef4105f,13 89 115 88 217 87 319 86 420 86 522 85 623 85 724 85 825 85 926 85 1027 85 1128 85 1228 86 1329 86 1430 86 1531 86 1631 87 1732 87 1833 87 1934 87 2035 87 2136 87 2238 86 2339 86 2440 86 2542 85 2643 85 2745 84 2847 83 2949 82 3052 80 3154 79 3256 78 3359 76 3461 75 3563 74 3666 72 3768 71 3870 70 3972 69 4074 68 4176 67 4279 65 4381 64 4483 63 4585 62 4687 61 4789 60 4891 59 4994 57 5096 56 5198 55 5300 54 5402 53 5503 53 5605 52 5707 51 5809 50 5911 49 6012 49 6114 48 6216 47 6317 47 6418 47 6519 47 6620 47 6721 47 6821 48 6922 48 7022 49 7122 50 7223 50 7323 51 7423 52 7523 53 7623 54 7723 55 7823 56 7923 57 8023 58 8124 58 8224 59 8324 60 8424 61 8525 61 8625 62 8725 63 8825 64 8925 65 9025 66 9125 67 9225 68 9324 70 9424 71 9525 71 9625 72 9725 73 9825 74 9925 75 10026 75 10126 76
42758bb41a,5409 1 5510 4 5610 7 5711 9 5812 11 5912 14 6013 17 6114 19 6215 22 6316 24 6418 26 6519 28 6621 30 6722 32 6824 33 6926 35 7028 37 7129 40 7231 42 7333 41 7435 40 7536 40 7638 39 7739 39 7841 38 7942 38 8043 38 8144 38 8245 38 8347 37 8448 37 8549 37 8650 37 8751 37 8852 37 8954 36 9055 36 9157 35 9258 35 9360 34 9461 34 9563 33 9664 33 9765 33 9867 32 9968 32 10070 31 10171 31
4e6855dbae,1 6767 6769 100 6872 98 6975 96 7078 94 7181 92 7284 90 7387 88 7490 86 7593 84 7696 82 7799 80 7901 79 8004 77 8107 75 8209 74 8312 72 8414 71 8517 69 8619 68 8721 67 8823 66 8925 65 9027 64 9130 62 9232 61 9334 60 9436 59 9537 59 9639 58 9741 57 9842 57 9943 57 10044 57 10145 57
4a12baccc4,
3281bb7282,3334 5 3435 13 3536 24 3637 35 3738 44 3839 52 3940 60 4041 66 4142 72 4243 76 4344 79 4445 81 4546 82 4647 84 4748 85 4849 86 4950 87 5051 87 5152 88 5253 89 5354 91 5455 94 5556 97 5657 100 5758 4444
f1774ff8e8,1 6867 6869 100 6970 99 7071 99 7172 98 7273 98 7374 97 7475 97 7576 97 7677 96 7778 96 7879 96 7980 95 8081 95 8182 95 8283 94 8384 94 8485 94 8586 94 8687 94 8788 94 8889 93 8990 94 9091 94 9192 94 9293 94 9394 94 9495 94 9596 95 9697 95 9798 95 9899 95 10000 95 10101 95
628ea36ba6,
95a60e2f42,9065 8 9163 15 9262 20 9361 25 9460 30 9559 35 9657 39 9755 43 9852 47 9948 52 10043 58 10138 64
e2421eee13,4445 3 4546 9 4647 15 4748 22 4849 29 4950 35 5051 39 5152 41 5253 43 5354 44 5455 46 5556 49 5657 51 5758 54 5859 55 5960 57 6061 59 6162 60 6263 62 6364 63 6465 64 6566 65 6667 66 6768 67 6869 68 6970 70 7071 72 7172 73 7273 75 7374 77 7475 78 7576 79 7677 79 7778 80 7879 81 7980 82 8081 83 8182 84 8283 85 8384 86 8485 87 8586 89 8687 90 8788 92 8889 93 8990 95 9091 95 9192 96 9293 97 9394 98 9495 100 9596 100 9697 505
fcb49356a5,
63feb8de2b,
992572448c,79 23 179 24 279 25 380 25 480 26 581 26 681 27 782 27 883 27 983 28 1084 28 1185 28 1286 28 1387 28 1489 27 1590 27 1691 27 1793 26 1894 26 1996 25 2097 25 2199 24 2300 24 2402 23 2504 22 2605 22 2707 21 2809 20 2910 20 3012 19 3114 18 3215 18 3317 17 3419 16 3520 16 3622 15 3724 14 3825 14 3927 13 4028 13 4129 13 4231 12 4332 12 4433 12 4534 12 4635 12 4736 12 4837 12 4938 12 5039 12 5141 11 5242 11 5343 11 5444 11 5545 11 5647 10 5748 10 5849 10 5950 10 6052 9 6153 9 6254 9 6355 9 6457 8 6558 8 6659 8 6760 8 6861 8 6962 8 7064 7 7165 7 7266 7 7367 7 7468 7 7569 7 7670 7 7771 7 7872 7 7973 7 8074 7 8175 7 8276 7 8378 6 8479 6 8580 6 8681 6 8782 6 8883 6 8985 5 9086 5 9187 5 9289 4 9390 4 9491 4 9592 4 9694 3 9795 3 9896 3 9997 3 10098 3 10200 2
0926b7396b,
8f407b64ae,
e667f4d290,
7deaf30c4a,4344 5858
28553d5d42,4946 4 5047 4 5148 4 5249 4 5351 3 5452 3 5552 4 5651 6 5751 7 5850 9 5951 9 6051 10 6152 10 6252 11 6353 11 6452 13 6552 14 6652 15 6752 16 6852 17 6952 18 7052 19 7153 19 7254 19 7355 19 7456 19 7558 18 7659 18 7761 17 7864 15 7965 15 8070 11 8173 9 8276 7 8379 5 8483 2
be565e046b,
b183b2ddc4,35 67 136 67 238 66 339 66 441 65 543 64 644 64 745 64 847 63 948 63 1049 63 1151 62 1253 61 1354 61 1455 61 1556 61 1657 61 1757 62 1858 62 1960 61 2061 61 2163 60 2265 59 2368 57 2470 56 2572 55 2676 52 2779 50 2883 47 2987 44 3091 41 3196 37 3304 30 3414 21 3525 11 3636 1
cf11876547,
495a2d3c7c,1 8170 8177 91 8283 82 8384 79 8485 75 8586 73 8687 70 8788 68 8889 66 8990 65 9091 64 9192 63 9293 62 9394 61 9495 61 9596 60 9697 60 9798 59 9900 58 10001 58 10102 57
a536f382ec,
8fb68e99e8,
a8247ac73a,
9f3b8d0186,67 35 168 35 269 35 370 35 471 35 572 35 673 35 774 35 875 35 976 35 1077 35 1178 35 1280 34 1382 33 1483 33 1585 32 1686 32 1787 32 1888 32 1990 31 2091 31 2192 31 2293 31 2394 31 2495 31 2597 30 2698 30 2799 30 2900 30 3001 30 3102 30 3203 30 3305 29 3406 29 3508 28 3610 27 3711 27 3813 26 3914 26 4016 25 4117 25 4218 25 4320 24 4421 24 4524 22 4625 22 4727 21 4828 21 4929 21 5030 21 5131 21 5232 21 5332 22 5433 22 5534 22 5636 21 5738 20 5840 19 5942 18 6043 18 6144 18 6245 18 6346 18 6447 18 6547 19 6648 19 6749 19 6851 18 6952 18 7054 17 7155 17 7256 17 7357 17 7459 16 7560 16 7661 16 7762 16 7863 16 7965 15 8066 15 8166 16 8267 16 8367 17 8468 17 8568 18 8669 18 8770 18 8871 18 8972 18 9073 18 9174 18 9275 18 9376 18 9477 18 9577 19 9678 19 9778 20 9878 21 9979 21 10080 21 10181 21
05be75afd9,6465 2 6566 3 6667 6 6768 6 6869 7 6970 7 7071 8 7172 8 7273 9 7374 9 7475 10 7576 10 7677 11 7778 11 7879 11 7980 12 8081 13 8182 14 8283 14 8384 15 8485 17 8586 18 8687 18 8788 18 8889 17 8990 16 9091 14 9192 13 9293 12 9394 10 9495 9 9596 5
e4159ed1de,8988 2 9088 3 9187 5 9287 6 9388 6 9489 6 9590 6 9692 5 9794 4 9896 3 9998 2 10099 2 10201 1
3ed6d1c7df,1 77 102 75 203 73 304 71 405 69 506 67 607 65 708 63 809 62 910 60 1011 59 1112 58 1213 57 1314 55 1415 54 1516 53 1617 51 1718 50 1819 48 1920 47 2021 45 2127 38 2232 32 2336 27 2439 23 2543 18 2646 15 2749 11 2852 7 2954 4
7977cbab6f,
b221ece24b,1 39 102 39 203 40 304 41 405 41 506 43 607 45 708 46 809 48 910 49 1011 50 1112 51 1213 51 1314 51 1415 51 1516 51 1617 50 1718 51 1819 51 1920 51 2021 52 2122 53 2223 55 2324 56 2425 58 2526 59 2627 61 2728 62 2829 63 2930 64 3031 64 3132 64 3233 65 3334 64 3435 64 3536 64 3637 63 3738 63 3839 63 3940 63 4041 64 4142 65 4243 66 4344 68 4445 69 4546 71 4647 73 4748 75 4849 78 4950 80 5051 82 5152 84 5253 86 5354 88 5455 90 5556 92 5657 96 5758 99 5859 4343
29d8bf3a4c,
400e66f34e,42 13 143 13 245 12 347 11 448 12 550 11 651 11 752 11 854 10 955 10 1056 10 1157 10 1259 9 1360 9 1461 9 1563 8 1664 8 1765 8 1866 8 1968 7 2069 7 2170 7 2271 6 2373 5 2474 4 6714 3 6816 4 6917 6 7018 8 7119 9 7220 10 7322 10 7423 10 7524 10 7626 10 7727 10 7829 9 7930 10 8032 9 8133 10 8235 10 8336 10 8437 11 8538 12 8639 12 8740 12 8841 13 8943 12 9044 12 9146 12 9247 13 9349 12 9450 13 9552 12 9653 13 9754 13 9856 13 9957 13 10058 13 10159 13
4b522e501e,29 73 130 73 234 70 335 70 436 70 534 73 635 73 736 73 837 73 938 73 1039 73 1137 76 1238 76 1339 76 1440 76 1538 79 1639 79 1740 79 1841 79 1942 79 2043 79 2144 79 2245 79 2346 79 2447 79 2551 76 2652 76 2753 76 2854 76 2952 79 3056 76 3157 76 3258 76 3359 76 3460 76 3561 76 3662 76 3763 76 3864 76 3965 76 4066 76 4167 76 4268 76 4369 76 4470 76 4571 76 4672 76 4773 76 4874 76 4975 76 5076 76 5177 76 5278 76 5379 76 5480 76 5581 76 5682 76 5783 76 5881 79 5982 79 6083 79 6184 79 6285 79 6386 79 6487 79 6588 79 6689 79 6790 79 6891 79 6989 82 7090 82 7191 82 7292 82 7393 82 7494 82 7595 82 7696 82 7797 82 7898 82 7999 82 8100 82 8201 82 8302 82 8403 82 8504 82 8605 82 8706 82 8807 82 8908 82 9009 82 9110 82 9211 82 9315 79 9416 79 9517 79 9618 79 9716 82 9817 82 9918 82 10019 82 10120 82
7fadb8efe8,1 47 102 47 203 47 304 47 405 47 506 47 607 47 708 47 809 47 910 48 1011 48 1112 48 1213 48 1314 49 1415 49 1516 49 1617 49 1718 49 1819 49 1920 48 2021 48 2122 48 2223 47 2324 47 2425 47 2526 47 2627 47 2728 47 2829 47 2930 48 3031 48 3132 49 3233 50 3334 51 3435 51 3536 52 3637 53 3738 53 3839 54 3940 54 4041 54 4142 54 4243 55 4344 55 4445 55 4546 56 4647 56 4748 56 4849 56 4950 57 5051 57 5152 57 5253 58 5354 58 5455 58 5556 59 5657 59 5758 60 5859 60 5960 61 6061 61 6162 62 6263 62 6364 62 6465 63 6566 63 6667 64 6768 64 6869 64 6970 65 7071 65 7172 65 7273 65 7374 65 7475 65 7576 65 7677 66 7778 66 7879 66 7980 67 8081 67 8182 67 8283 68 8384 68 8485 68 8586 69 8687 69 8788 69 8889 70 8990 70 9091 70 9192 71 9293 71 9394 71 9495 72 9596 72 9697 72 9798 72 9899 73 10000 73 10101 73
702209f0b3,
1d93614392,1716 2 1812 7 1908 12 2005 16 2103 19 2200 23 2299 25 2398 27 2498 28 2597 30 2698 30 2798 31 2898 32 2997 34 3095 37 3194 39 3293 41 3391 44 3488 48 3584 53 3680 58 3776 63 3873 67 3965 76 4064 78 4162 81 4260 84 4359 86 4459 87 4560 87 4661 87 4761 88 4861 89 4961 90 5061 91 5161 92 5262 92 5365 90 5472 84 5573 84 5676 82 5778 81 5881 79 5984 77 6087 75 6189 74 6291 73 6393 72 6496 70 6598 69 6701 67 6803 66 6906 64 7009 62 7112 60 7204 69 7308 66 7409 66 7518 58 7619 58 7721 57 7823 56 7925 55 8027 54 8129 53 8232 51 8334 50 8436 49 8537 49 8639 48 8740 48 8842 47 8943 47 9044 47 9145 47 9246 47 9347 47 9448 47 9548 48 9647 50 9745 53 9843 56 9942 58 10040 61 10139 63
fd1be18f7d,1 69 102 69 203 69 304 68 405 68 506 68 607 68 708 67 809 67 910 66 1011 65 1112 65 1213 64 1314 63 1415 62 1516 62 1617 61 1718 60 1819 59 1920 59 2021 58 2122 57 2223 57 2324 56 2425 55 2526 55 2627 54 2728 54 2829 53 2930 52 3031 51 3132 51 3233 50 3334 49 3435 48 3536 47 3637 46 3738 45 3839 44 3940 43 4041 42 4142 41 4243 40 4344 39 4445 38 4546 37 4647 36 4748 35 4849 34 4950 33 5051 32 5152 31 5253 29 5354 28 5455 27 5556 26 5657 25 5758 23 5859 22 5960 21 6061 20 6162 20 6263 19 6364 18 6465 17 6566 17 6667 16 6768 16 6869 15 6970 14 7071 14 7172 13 7273 13 7374 12 7475 12 7576 12 7677 11 7778 11 7879 11 7980 11 8081 11 8182 11 8283 11 8384 11 8485 11 8586 12 8687 12 8788 13 8889 13 8990 14 9091 14 9192 15 9293 15 9394 15 9495 16 9596 16 9697 16 9798 16 9899 17 10000 17 10101 17
670d9655d5,1 72 102 72 203 72 304 73 405 73 506 74 607 74 708 74 809 75 910 75 1011 75 1112 75 1213 75 1314 75 1415 76 1516 76 1617 76 1718 76 1819 75 1920 76 2021 76 2122 76 2223 76 2324 76 2425 76 2526 76 2627 76 2728 77 2829 77 2930 77 3031 77 3132 78 3233 78 3334 78 3435 78 3536 78 3637 79 3738 79 3839 79 3940 79 4041 79 4142 79 4243 79 4344 79 4445 79 4546 79 4647 78 4748 78 4849 78 4950 78 5051 78 5152 78 5253 77 5354 77 5455 77 5556 77 5657 77 5758 77 5859 77 5960 76 6061 76 6162 76 6263 76 6364 76 6465 76 6566 75 6667 75 6768 75 6869 76 6970 76 7071 76 7172 77 7273 77 7374 78 7475 79 7576 79 7677 80 7778 81 7879 81 7980 82 8081 83 8182 83 8283 83 8384 84 8485 84 8586 85 8687 85 8788 85 8889 86 8990 86 9091 86 9192 86 9293 87 9394 87 9495 87 9596 87 9697 87 9798 87 9899 87 10000 87 10101 87
c72b546073,1 1010 1013 99 1117 96 1221 93 1325 90 1429 87 1533 84 1636 82 1739 80 1843 77 1947 74 2051 71 2155 68 2259 65 2364 61 2469 57 2573 54 2678 50 2782 47 2887 43 2991 40 3096 36 3201 32 3306 28 3411 24 3515 21 3620 17 3724 14 3828 11 3932 8 4035 6 4138 4 4241 2
6a1783be17,68 34 168 35 267 37 365 40 464 42 565 42 665 43 766 43 868 42 969 42 1071 41 1172 41 1273 41 1373 42 1472 44 1571 46 1670 48 1769 50 1869 51 1969 52 2070 52 2171 52 2272 52 2375 50 2477 49 2581 46 2684 44 2788 41 2900 30 3016 15
b4f6d6f1aa,1 6161 6174 89 6287 77 6395 70 6502 64 6608 59 6714 54 6819 50 6926 44 7033 38 7142 30 7251 22 7359 15 7468 7
b525824dfc,1718 8484
e353ae4dd5,8283 1 8384 1 8485 2 8586 2 8687 3 8788 3 8889 4 8990 4 9091 4 9192 4 9293 4 9394 4 9495 4 9596 4 9697 4 9798 4 9899 5 10000 5 10101 5
9ca84742ef,5753 5 5849 10 5944 16 6040 21 6136 26 6232 31 6329 35 6425 40 6522 44 6620 47 6716 52 6813 56 6910 60 7008 63 7105 67 7202 71 7299 75 7397 78 7494 82 7592 85 7689 89 7787 92 7885 95 7984 97 8082 2120
f057258486,
393048bc6c,
684555a30a,
cae1a9f23f,1 18 102 16 203 14 304 13 405 11 506 9 607 7 708 5 809 3
525be73de5,
5c7f310937,1 74 102 76 203 77 304 78 405 80 506 81 607 82 708 83 809 84 910 86 1011 87 1112 88 1213 89 1314 91 1415 92 1516 93 1617 94 1718 96 1819 97 1920 98 2021 100 2122 8080
edf47afe46,
a05ae39815,
97515a958d,
0898e36ee6,
89a74723fd,
9a48617407,
d26e890704,1 403 405 98 506 97 607 96 708 95 809 95 910 94 1011 93 1112 93 1213 92 1314 92 1415 91 1516 91 1617 90 1718 90 1819 90 1920 89 2021 89 2122 89 2223 89 2324 88 2425 88 2526 88 2627 88 2728 87 2829 87 2930 87 3031 86 3132 86 3233 86 3334 85 3435 85 3536 85 3637 84 3738 84 3839 83 3940 83 4041 82 4142 82 4243 81 4344 81 4445 80 4546 80 4647 79 4748 79 4849 79 4950 78 5051 78 5152 77 5253 77 5354 77 5455 76 5556 76 5657 76 5758 76 5859 76 5960 76 6061 75 6162 75 6263 75 6364 75 6465 75 6566 75 6667 75 6768 75 6869 75 6970 74 7071 74 7172 74 7273 74 7374 73 7475 73 7576 73 7677 73 7778 72 7879 72 7980 72 8081 72 8182 71 8283 71 8384 71 8485 71 8586 71 8687 71 8788 71 8889 71 8990 71 9091 70 9192 70 9293 70 9394 70 9495 69 9596 69 9697 68 9798 67 9899 67 10000 66 10101 65
1cad8c327b,
db548fd037,
cd1b2e49f4,1919 1 2019 2 2118 4 2218 5 2317 7 2417 8 2517 9 2617 10 2716 12 2817 12 2917 12 3017 12 3116 13 3214 14 3313 15 3412 16 3511 17 3611 5 3617 11 3710 2 3716 12 3815 12 3915 12 4014 13 4113 14 4213 14 4312 15 4412 15 4512 16 4611 17 4711 18 4811 18 4910 20 5010 20 5110 20 5209 22 5309 22 5409 22 5510 21 5610 21 5711 20 5812 19 5912 19 6013 17 6114 16 6214 15 6315 13 6416 11 6517 8 6617 7 6718 4
1e4c96a9cd,
f712d8b870,5555 1 5654 3 5753 5 5852 7 5952 8 6053 8 6154 8 6254 9 6355 9 6456 9 6557 9 6658 9 6759 9 6860 9 6961 9 7064 7 7166 6 7268 5 7370 4 7472 3 7574 2
47aba1e35c,30 72 133 70 235 69 337 68 439 67 542 65 644 64 746 63 848 62 951 60 1053 59 1155 58 1258 56 1360 55 1463 53 1565 52 1667 51 1770 49 1872 48 1975 46 2077 45 2179 44 2281 43 2383 42 2485 41 2587 40 2689 39 2790 39 2892 38 2994 37 3096 36 3197 36 3299 35 3400 35 3502 34 3603 34 3704 34 3806 33 3907 33 4008 33 4110 32 4211 32 4312 32 4414 31 4515 31 4617 30 4719 29 4820 29 4922 28 5024 27 5126 26 5228 25 5330 24 5433 22 5535 21 5637 20 5739 19 5841 18 5943 17 6045 16 6147 15 6249 14 6351 13 6453 12 6555 11 6656 11 6758 10 6860 9 6961 9 7063 8 7165 7 7266 7 7367 7 7469 6 7570 6 7671 6 7772 6 7873 6 7974 6 8075 6 8176 6 8277 6 8378 6 8479 6 8580 6 8681 6 8782 6 8883 6 8985 5 9086 5 9187 5 9288 5 9389 5 9490 5 9591 5 9693 4 9794 4 9895 4 9996 4 10097 4 10199 3
51e82eaa5b,
535503063e,1 1811 1819 88 1920 82 2021 77 2122 73 2223 69 2324 65 2425 62 2526 58 2627 55 2728 52 2829 49 2930 46 3031 43 3132 39 3233 36 3334 33 3435 30 3536 27 3637 25 3738 22 3839 19 3940 16 4041 12 4142 9 4243 6 4344 3
1ab49f29e9,
8320911258,1 36 102 38 203 40 304 42 405 44 506 46 607 48 708 49 809 51 910 52 1011 54 1112 55 1213 57 1314 59 1415 62 1516 64 1617 67 1718 69 1819 71 1920 74 2021 76 2122 78 2223 81 2324 83 2425 85 2526 86 2627 88 2728 89 2829 91 2930 92 3031 94 3132 95 3233 97 3334 98 3435 100 3536 6262 9799 100 9901 99 10003 98 10105 97
99909324ed,
87d58438cc,
9d462381b0,
ab18a0a7fa,1 2222 2224 100 2326 99 2427 99 2529 98 2631 97 2732 97 2834 96 2936 95 3038 94 3139 94 3241 93 3343 92 3444 92 3546 91 3648 90 3749 90 3851 89 3953 88 4054 88 4156 87 4258 86 4360 85 4462 84 4563 84 4665 83 4767 82 4868 82 4970 81 5072 80 5173 80 5275 79 5376 79 5477 79 5579 78 5680 78 5782 77 5883 77 5984 77 6086 76 6187 76 6289 75 6390 75 6492 74 6593 74 6695 73 6796 73 6898 72 6999 72 7101 71 7202 71 7304 70 7405 70 7507 69 7608 69 7710 68 7811 68 7913 67 8014 67 8116 66 8217 66 8319 65 8420 65 8521 65 8623 64 8724 64 8826 63 8927 63 9028 63 9130 62 9231 62 9333 61 9434 61 9535 61 9636 61 9738 60 9839 60 9940 60 10042 59 10143 59
40a571cf0f,41 61 141 62 241 63 341 64 441 65 541 66 641 67 741 68 841 69 941 70 1041 71 1141 72 1241 73 1341 74 1440 76 1540 77 1639 79 1739 80 1839 81 1938 83 2038 84 2138 85 2238 86 2338 87 2437 89 2537 90 2637 91 2737 92 2837 93 2937 94 3037 95 3137 96 3236 98 3336 99 3436 6766
a076699b79,5455 9 5556 18 5657 28 5758 37 5856 51 5947 73 6034 4168
f45dbe6541,79 23 181 22 284 20 386 19 490 16 594 13 698 10 800 9 902 8 1005 6 1107 5 1209 4 1311 3 1413 2 1514 2 1614 3 1714 4 1813 6 1912 8 2011 10 2109 13 2208 15 2307 17 2406 19 2505 21 2604 23 2702 26 2800 29 2897 33 2996 35 3097 35 3198 35 3298 36 3399 36 3500 36 3601 36 3703 35 3804 35 3905 35 4006 35 4106 36 4206 37 4306 38 4406 39 4506 40 4606 41 4706 42 4807 42 4907 43 5007 44 5107 45 5207 46 5307 47 5407 48 5507 49 5607 50 5707 51 5807 52 5907 53 6007 54 6107 55 6207 56 6307 57 6407 58 6507 59 6607 60 6707 61 6807 62 6907 63 7007 64 7106 66 7206 67 7307 67 7407 68 7508 68 7608 69 7709 69 7810 69 7911 69 8013 68 8114 68 8216 67 8319 65 8421 64 8524 62 8627 60 8730 58 8838 51 8955 35 9079 12
a9e940dccd,
3de0c773e1,1 808 811 99 914 97 1017 95 1120 93 1223 91 1326 89 1429 87 1531 86 1634 84 1737 82 1839 81 1942 79 2044 78 2147 76 2249 75 2351 74 2454 72 2556 71 2659 69 2762 67 2864 66 2967 64 3070 62 3173 60 3275 59 3378 57 3480 56 3582 55 3684 54 3786 53 3888 52 3990 51 4092 50 4194 49 4296 48 4397 48 4499 47 4601 46 4703 45 4804 45 4906 44 5008 43 5109 43 5211 42 5312 42 5414 41 5515 41 5617 40 5719 39 5821 38 5922 38 6026 35 6128 34 6230 33 6331 33 6433 32 6535 31 6637 30 6739 29 6841 28 6944 26 7046 25 7148 24 7250 23 7352 22 7454 21 7555 21 7656 21 7757 21 7858 21 7959 21 8061 20 8163 19 8266 17 8368 16 8471 14 8573 13 8675 12 8777 11 8878 11 8979 11 9081 10 9182 10 9283 10 9384 10 9486 9 9587 9 9687 10 9788 10 9889 10 9991 9 10092 9 10193 9
9fbd3ca3b5,
340fe814a3,1 4444 4452 94 4565 82 4675 73 4785 64 4910 40
f65a52f375,
e6674212ce,
